location,created_at,screen_name,description,user_id,tweets_per_user,sarcasm,disease,timezone,text,posted_by,query,coordinate,tweet_id,talk_about
Denver,2016-04-11 17:20:41,RondaDasheau,"Single girl interested in nutritional healing, wellness, alternative medicine, organic food, Denver Broncos, Colorado Springs, traveling, Costa Rica, and love.",3063782647.0,6.0,,Asthma,None,"These Women Who Drink and Smoke May Risk Asthma  Link was less pronounced in men, research finds https://t.co/jAD9Slw18o",individual,asthma,None,7.195759150224548e+17,celeb
bay area,2016-04-12 04:51:08,saarugh,stop drop and post af | vegan af | cosmetologist af | self taught mua af | E,2495199270.0,1.0,,Asthma,None,The only dog I have is a schnoodle and he's obese and has asthma so  https://t.co/thI2fQG4DS,individual,asthma,None,7.197496724750459e+17,celeb
,2016-04-12 13:37:36,ejayculation,,387236487.0,1.0,,Asthma,Greenland,"Always great when the tube is packed, you have trouble breathing and forgot your asthma thingy at home :-)",individual,asthma,None,7.198821601702789e+17,celeb
"Show Low, AZ",2016-04-12 14:05:48,ThrasherAaron,life isnt the breaths you take its the things that take your breath away and truth is every man dies but not every man lives.,1315377048.0,1.0,,Asthma,None,Asthma is the worst.,individual,asthma,None,7.19889256433324e+17,celeb
,2016-04-12 18:37:19,LambertsOswald,,1240747934.0,218.0,,Asthma,Adelaide,3 myths fast by la nebulizer complication vice palatial adjectival phrase: DTbz,individual,Nebulizer,None,7.199575873456128e+17,celeb
,2016-04-13 05:50:27,B_bro__,Let's get lost tonight,3071402335.0,1.0,,Asthma,None,Feel like Ima have an anxiety and asthma attack again... Lol..,individual,asthma,None,7.201269874828698e+17,celeb
"Pittsburgh, Pennsylvania",2016-04-13 17:49:52,asthmainstitute,Breathe easy in the 'burgh.  http://t.co/noEw0i43oe,116819644.0,20.0,,Asthma,Eastern Time (US & Canada),RT @AtticStarNews: RT @Duct_Cleaners: Children with #asthma are wearing #airpollution monitors on their walks to school for new study.  htt...,individual,asthma,None,7.203080331384668e+17,celeb
irene is my eliza (they),2016-04-15 03:32:10,mariareynlds,hamilton  a single granola bar  (arden/ari),4741014555.0,2.0,,Asthma,Pacific Time (US & Canada),Here comes Thomas Jefferson Thomas Jefferson their favorite color is asbestos and they have chronic asthma now is the talent portion Thoma,individual,asthma,None,7.208169636274012e+17,celeb
myrtle beach.,2016-04-15 04:17:52,WeEatingFam,:/,2306541970.0,3.0,,Asthma,,You have an inhaler? Cuz I heard you got dat ass ma.,individual,Inhaler,,7.208284640607314e+17,celeb
suburbia,2016-04-15 15:21:44,bobloblaw1717,,366243982.0,2.0,,Asthma,Pacific Time (US & Canada),@_Sheepster_ @CBCAlerts I have asthma...,individual,asthma,None,7.20995528486445e+17,celeb
,2016-04-15 16:46:29,BaileyDerrick2,,1240746872.0,221.0,,Asthma,Kuwait,Is them puffy that a nebulizer demonstrably happen to be fda acknowledged erewhile one redeem number one?: fpgWm,individual,Nebulizer,None,7.210168580280893e+17,celeb
Canada,2016-04-16 04:27:35,sarahmasri,I'm not half the tree hugger I'd like to be,18000929.0,1.0,,Asthma,Alaska,I have such a new appreciation for people who have asthma. Not being able to breath fucking sucks it turns out,individual,asthma,None,7.211932953769452e+17,celeb
n/a,2016-04-16 20:35:21,HeadOfTheDaemon,I put my hands around @skraenigma's neck to squeeze my anger and release my love,2336846034.0,1.0,,Asthma,Casablanca,"This is my girl with my pills, food, water, inhaler etc https://t.co/u8eFTMApNV",individual,Inhaler,,7.214368423070188e+17,celeb
Denmark,2016-04-17 08:16:07,MrKohler_RP,"Hej! Kom og snak for lidt engang. Ma ikke genere mig, nar jeg er fuld, bare en advarsel, kan jeg sla dig.",2222529222.0,13.0,,Asthma,Jakarta,"Kazue Kato intended on giving him stress-related asthma, making him always having an inhaler around.",individual,Inhaler,,7.216131976570184e+17,celeb
,2016-04-19 20:43:44,JordanMichael91,I am pretty simple. I seek ways to know God more and more daily but realize how utterly sinful I am and praise God for his grace and mercy.,2895325807.0,1.0,,Asthma,,"Me: hello, I need ordered an inhaler.  Sales clerk: ah yes, that'll be 74 dollars.  Me: I guess I won't be breathing today then..",individual,Inhaler,,7.22526117362561e+17,celeb
SF Bay Area,2016-04-19 21:49:44,verdelishJP,freelance JPEN translator   I make J-E fan translation Let's Plays.  () https://t.co/t9MmHkJcgr,2788864118.0,1.0,,Asthma,Pacific Time (US & Canada),"exercise induced asthma is no fun, kids",individual,Exercise-induced asthma,None,7.225427237611889e+17,celeb
"Canton, OH",2016-04-20 00:51:18,KatlynSaffell,OSU17 /St. Thomas Aquinas Alumni/ engaged to @bondo___,319747377.0,1.0,,Asthma,,I don't know how people with asthma use an inhaler everyday ... This shit is annoying,individual,Inhaler,,7.225884197008425e+17,celeb
da Souf.,2016-04-20 03:25:20,clairbear_25,My spaceship left at ten.,124017943.0,1.0,,Asthma,Eastern Time (US & Canada),Loretta Divine. So breathless. Always. Jesus be an inhaler.,individual,Inhaler,,7.22627180572713e+17,celeb
,2016-04-20 09:39:35,BaileyDerrick2,,1240746872.0,221.0,,Asthma,Kuwait,Is himself weighty that high nebulizer demonstrably persist fda standard confronting him take him?: xZthK,individual,Nebulizer,None,7.227213642017096e+17,celeb
"#KiDSiDE x #WoodBlock, LI",2016-04-20 17:24:42,BELMONTKiiiD,"B.R.E.A.M; #FUCKCANCER #RestInPeaceJackson #FreeShodo #BigMoneyVisions; Dis Shit Ain't E-Z https://t.co/B6KrcgmYHX... belmontkids@gmail.com , holla at me.",387235595.0,1.0,,Asthma,Central Time (US & Canada),@Autumnmichal need an inhaler for dat ass ma,individual,Inhaler,,7.228384148113818e+17,celeb
Yorkshire/Lancashire Borders,2016-04-21 19:03:17,nixxcy,"Some people pray, I turn up the radio.     lll o.",42987517.0,1.0,,Asthma,London,Been out int garage looking for stuff for 5 mins or so. Someone has set a massive fire going. Cant breathe &amp; waiting for inhaler to kick in,individual,Inhaler,,7.232256109281608e+17,celeb
,2016-04-22 03:13:52,bingbingbinger,kanye retweets,4633992252.0,1.0,,Asthma,Pacific Time (US & Canada),@JuliKurnos maybe an angel w asthma,individual,asthma,None,7.233490707696968e+17,celeb
yer mom's house,2016-04-22 13:34:39,MudVanBibber13,I'd rather be dead than cool.,629609674.0,1.0,,Asthma,Eastern Time (US & Canada),When the lady at Dunkin asks why you're so shaky this morning....  I just took my inhaler...,individual,Inhaler,,7.235052965099028e+17,celeb
,2016-04-22 15:27:22,Leesuhhhh,Carter Jamaul Keith,164179064.0,1.0,,Asthma,Pacific Time (US & Canada),How you gonna steal my inhaler?,individual,Inhaler,,7.235336615266099e+17,celeb
Why should I tell you ?,2016-04-22 23:17:34,Yeezus3020,"Nothing ,Nothing just a little  humor here and there",,1.0,,Asthma,,Kenny use cut scences and use a inhaler. https://t.co/CBlzFj4v5f,individual,Inhaler,,7.236519909375836e+17,celeb
United States of America,2016-04-13 02:58:15,jmurray829,,28048959.0,1.0,,Asthma,Eastern Time (US & Canada),"@greta Not when I was a kid and thats the last 40 years..asthma, allergies, autism etc..all seem to be on the rise..I've always wondered why",individual,asthma,None,7.200836510741094e+17,celeb
On the road to riches,2016-04-14 04:54:12,K_DotEvans,I'm just tryna make Shica proud and get paid during the process,153192708.0,1.0,,Asthma,Quito,Kobe gone need a defibrillator and a damn inhaler....,individual,Inhaler,,7.204752188007301e+17,celeb
"Minneapolis, Minnesota",2016-04-18 15:00:18,KristinBeltaos,Italian married to a Greek; Silly Mom of 2; MNCPD Licensed Food Allergy Trainer; Online Instructor; Consultant #foodallergy #bullying #motherhood #parenting,332320807.0,2.0,,Asthma,Central Time (US & Canada),"#foodallergy #asthma #death Boy Who Died From Asthma or Allergies at School Was Not Given Epi, Had Expired Inhaler https://t.co/9jR5Lfi63X",individual,Inhaler,,7.220772983091323e+17,celeb
,2016-04-21 18:52:15,nazramierz14,lost in a world with no sense.,2416176331.0,1.0,,Asthma,Pacific Time (US & Canada),You use an inhaler ? Yes why? Cuz you got ass - ma !!,individual,Inhaler,,7.232228346049741e+17,celeb
Lancashire,2016-04-07 20:15:58,lifebynaomi,"Trying to think positive on food, family, faith and fun.",182278083.0,1.0,,Asthma,Dublin,"@DoodleDo_x Just had a trip to A&amp;E for an inhaler. He's exhausted and asleep now, poor boy.",individual,Inhaler,,7.181704736710615e+17,family
,2016-04-11 04:27:46,sarebearx_,,2257961533.0,1.0,,Asthma,Pacific Time (US & Canada),My mom made my dad laugh so hard that he needs his inhaler,individual,Inhaler,,7.193814012298977e+17,family
DELTA LAND,2016-04-11 16:16:22,unwaveRED_DST,USA to Germany #USCUsenior #Godfirst #internationallyknown #Fall 15'   843|864,1544350286.0,1.0,,Asthma,Pacific Time (US & Canada),Y'all pray for my little cousin!! He's 12.. He had a asthma attack &amp; heart attack &amp; doctors have given up on him,individual,asthma,None,7.19559726145663e+17,family
"North Ayrshire, UK",2016-04-12 07:36:47,ClaireyBash,"flame haired mum, glasgow rangers fan,cider lover, piss taker and all round decent cunt. if bad language offends you dont follow n grow a pair #ProudToBeBritish",396202498.0,8.0,,Asthma,None,"woke up at 4am to Alfie coughing so much he couldn't breathe, asthma attack followed just managed to calm it down by 6 got him back asleep",individual,asthma,None,7.19791358408532e+17,family
"Exeter, Devon",2016-04-13 09:07:42,freefromfairy,"#Freefrom Family Food Adventures; Healthy recipes, tips, reviews. Recipe developer. Food writer. Following #FODMAP diet for IBS. #glutenfree #dairyfree",631963912.0,1.0,,Asthma,None,It is shocking to read that three people every day in the uk die from asthma. Both my kids have it... https://t.co/YIwTN4es3Y,individual,asthma,None,7.20176625426559e+17,family
Melb,2016-04-13 13:50:17,missmelzaful,occasional ramblings. music lover. melbournite. mum.,42199233.0,1.0,,Asthma,Melbourne,Lost the battle @teganparky.My daughter is not allowed to have her ventolin anywhere near her at school and in case of asthma attack too bad,individual,asthma,None,7.2024773909572e+17,family
PHX,2016-04-14 20:59:43,cinnamaldehyde,"Vegan as fuck. Glutenfree as hell. Fatty deathfat. Cripples without borders. Cats without masters. If you're not outraged, you're not paying attention.",192307090.0,2.0,,Asthma,Pacific Time (US & Canada),we discovered Lillian had asthma when living two floors above a cigar smoker. Lillian and I were both glad when we moved.,individual,asthma,None,7.207181977085747e+17,family
The hills,2016-04-14 22:05:15,ST0NEY__,,3875914469.0,2.0,,Asthma,None,Damn asthma back at it again fuckkn with my baby,individual,asthma,None,7.207346888144896e+17,family
TIQ,2016-04-16 05:24:46,_malenahofs,",",98319437.0,1.0,,Asthma,Guam,This is what i hate about stubborn grandparents. They know they have asthma yet they don't want to get inside and get away from the smoke.,individual,asthma,None,7.212076844190351e+17,family
,2016-04-16 09:35:30,ashertheprince,(KICK IT BARACK),191644839.0,1.0,,Asthma,Eastern Time (US & Canada),She's so sad. She had this asthma like episode and now she's just sitting here looking tired and upset.,individual,asthma,None,7.212707871356846e+17,family
"Orem, UT",2016-04-20 16:57:38,CaseyyKeshh,,2324988492.0,1.0,,Asthma,,One time I took a hit of Alexis inhaler and snap chatted it to my mom and her and my dad called And started screaming at me for smoking weed,individual,Inhaler,,7.22831603085353e+17,family
"Florida, kicking and screaming",2016-04-11 10:28:25,InevitableHawke,"I watch things, listen to stuff, and play games. I like to talk about stuff I like. Sometimes I say funny things.",64148381.0,1.0,,Asthma,Eastern Time (US & Canada),@pftompkins that breathing machine that Mary Holland used was a nebulizer. My daughter used one.,individual,Nebulizer,None,7.194721630913126e+17,family
"Brooklyn, NY",2016-04-12 02:44:12,alesiavsworld,artist. black. not straight. IG: @alesiavsworld,289620438.0,1.0,,Asthma,Mountain Time (US & Canada),my baby got kitty asthma!!!! :'( OH GOD I CAN'T GO ON!!! MY BABY!!,individual,asthma,None,7.197177277079962e+17,family
,2016-04-13 00:26:28,Nae33333,,,1.0,,Asthma,None,My daddy told me to stop smokin cus I got asthma  don't tell me how to live my life,individual,asthma,None,7.200454528177848e+17,family
Arima's suitcase,2016-04-13 15:05:25,CosmiicQueer,|Josie|18|GA|They/Them|Pan|,3030960413.0,1.0,,Asthma,None,Mom: Are you feeling any better? Me: -is experiencing many things at the same time- Me: I think I caught chronic asthma,individual,asthma,None,7.202666470686761e+17,family
florida,2016-04-14 00:03:27,Kim_Annmiller,"Roots for Tampa Bay Lightning, dog mommy to Zeusa  love date night with hubby, working out is my addiction, gluten free, support ED recovery",574098849.0,1.0,,Asthma,Atlantic Time (Canada),my dad just told me his test came back lung problems please let this new medicine work with his nebulizer,individual,Nebulizer,None,7.204020489030451e+17,family
"Central, Ohio",2016-04-15 16:02:00,OhioENT_Allergy,"Ohio ENT & Allergy Physicians is Ohios largest and most comprehensive, independent Otolaryngology (ENT) and Allergy group.",348730127.0,2.0,,Asthma,Eastern Time (US & Canada),"If my child has #asthma, can we keep our #pet? https://t.co/hawfXZ1rBR #nationalpetmonth #petmonth #allergies https://t.co/JibITjIxDo",individual,asthma,None,7.210056652553503e+17,family
dunkin donuts,2016-04-17 01:46:38,venusflytrxp,hey bighead,1580565176.0,1.0,,Asthma,Pacific Time (US & Canada),My little sister got her teeth removed and she told me the nitrous reminded her of when she took too many puffs from her inhaler,individual,Inhaler,,7.21515181063422e+17,family
slc,2016-04-19 03:18:17,pigeoncrap,official britney spears,38601292.0,1.0,,Asthma,Mountain Time (US & Canada),my sister got an inhaler and I'm trying not 2 explain the correct breathing procedures with it's just like taking a hit,individual,Inhaler,,7.222630195315794e+17,family
,2016-04-21 17:33:14,iamRls,Future Transactional Entertainment Attorney.,150881951.0,1.0,,Asthma,Eastern Time (US & Canada),My mother said she using her inhaler,individual,Inhaler,,7.232029514021069e+17,family
,2016-04-07 15:10:37,cjpharmonizer,"2/11/14, 8/2/14, 2/27/15",2588064997.0,1.0,,Asthma,,Lauren in Ex&amp;Ohs tho kskdkxkekxkkdfj I need an inhaler,individual,Inhaler,,7.180936281747825e+17,himself
,2016-04-07 15:12:39,EdwinJKoh,#1 League of Legends player l #YouBoutToGetItAteLikeGroceries #ButOrganicGroceriesCauseImOnAStrictDiet,219848874.0,1.0,,Asthma,Pacific Time (US & Canada),One day I'll have my steroid inhaler,individual,Inhaler,,7.180941398295429e+17,himself
,2016-04-07 22:26:53,TuttieeFruttiee,20 & trying to make it through life :),348851753.0,1.0,,Asthma,Quito,I went for a run with my dad and OMG I need my inhaler.,individual,Inhaler,,7.182034191740396e+17,himself
"Wellington, New Zealand",2016-04-08 00:39:14,emmamoff,monkey,19432148.0,1.0,,Asthma,Auckland,My lungs are giving up and I'm losing brain cells from using my inhaler too much #sendhelp,individual,Inhaler,,7.18236727509459e+17,himself
,2016-04-08 00:46:43,lostsinlondon,i like too many artists,369286533.0,1.0,,Asthma,London,where's my inhaler  https://t.co/C0Xd7MkyR4,individual,Inhaler,,7.182386088015585e+17,himself
,2016-04-08 03:29:36,ChrisaleeTierra,MHS Basketball Romans 8:18,244834203.0,1.0,,Asthma,Hawaii,I can't breathe &amp; i can't find my inhaler,individual,Inhaler,,7.182796012025364e+17,himself
,2016-04-08 04:23:48,artfgt,cunt ass fat little bitch,471826975.0,1.0,,Asthma,Pacific Time (US & Canada),I need an inhaler,individual,Inhaler,,7.18293238784856e+17,himself
,2016-04-08 05:40:51,urfloatingdaisy,Gd knws we dn't need anther band like Paramre.Kristen Stewart is pure gold.Pretty Little Liars is addiction.@Paramorepilotss @Caradelevingne @KendallJenner,625956263.0,1.0,,Asthma,Bucharest,I can't find the fucking inhaler,individual,Inhaler,,7.183126325545615e+17,himself
"Mostly Texas, Mostly",2016-04-08 06:46:11,TedBigsby,Beer please,306269267.0,1.0,,Asthma,Central Time (US & Canada),@HeyStepha well I wish I could assist. My docs are just lame. They wont even write for an inhaler,individual,Inhaler,,7.18329073089581e+17,himself
"Orillia, Ontario",2016-04-08 13:22:54,Todaysscent,Scentsy Independent Consultant,3714528921.0,1.0,,Asthma,,WHO'S READY FOR A MORNING WORKOUT. With this kind of motivation I should be ready after finding my inhaler! LOL https://t.co/k5ba6RdA2D,individual,Inhaler,,7.184289117055304e+17,himself
,2016-04-08 19:19:22,paintedfIower,dog lover,1469626009.0,1.0,,Asthma,London,my inhaler ran out yesterday and now my breathing sounds so ugly and I lit can't breathe LOVE LIFE,individual,Inhaler,,7.185186167533814e+17,himself
Brazil,2016-04-08 20:46:30,ArtsieRosie,"Hi, I'm Rosie! I make art and stuff! Randomness-free, announcements only account: @Axl_Rosie",67090259.0,1.0,,Asthma,Brasilia,Had an inhalation with the nebulizer thingy and I'm not completely sure what the medication was but I'm like wHEEEEEeeEE,individual,Nebulizer,None,7.185405471667036e+17,himself
London,2016-04-08 21:05:09,PigletParker,"That'll do pig, that'll do. Seriously, stop now. Oh pig. Buy stuff for your precious piglet https://t.co/fTUrZtQwyq",348773604.0,2.0,,Asthma,London,"Had a bit of an asthma attack earlier, and instead of dying, I used my inhaler and then slept it off. Good stuff.",individual,Inhaler,,7.185452408277606e+17,himself
,2016-04-09 05:31:02,EmmalynKelly,,388878758.0,1.0,,Asthma,Eastern Time (US & Canada),I wrongfully use my inhaler before bed so I can cuddle with my cat...,individual,Inhaler,,7.186725481967043e+17,himself
"Morehead,KY",2016-04-09 06:20:54,KidRafiki,"We all gods, shooting for the stars in my book. #ViciRepublic we taking over, join us. IG- kidrafiki SC-thalaw  Galactic Labs, Location Unknown",102851567.0,1.0,,Asthma,Quito,"Like im really struggling, if anyone has an inhaler please bring it to me???",individual,Inhaler,,7.186850972396585e+17,himself
,2016-04-09 08:33:37,averagejoruns,Amateur ultra runner... proving that ordinary people can do extraordinary things.,,1.0,,Asthma,,@AlexyDury @UKRunChat I've been diagnosed too. Use my blue inhaler before my runs and try to keep mouth covered if cold (buff) - all helps,individual,Inhaler,,7.187184956477358e+17,himself
,2016-04-09 09:14:27,softbaekchen,i wonder if sometimes time has stopped for you too. #,62286975.0,2.0,,Asthma,Vienna,i think the inhaler is helping omg i can actually breathe..................,individual,Inhaler,,7.18728774980866e+17,himself
,2016-04-09 09:34:55,pussydave96,I've seen you before but what of it?,2169540043.0,1.0,,Asthma,Pacific Time (US & Canada),*hits inhaler while fucking*,individual,Inhaler,,7.187339256070881e+17,himself
,2016-04-10 01:15:06,autumnxmarie__,,3096903645.0,2.0,,Asthma,Eastern Time (US & Canada),every time I have to take my inhaler Katrina makes fun of me,individual,Inhaler,,7.189705274742661e+17,himself
london,2016-04-10 04:39:29,alrightdaisy,i just woke up how could I already be in trouble?,2437950030.0,1.0,,Asthma,Amsterdam,some people are so breathtaking I need my inhaler,individual,Inhaler,,7.190219632393626e+17,himself
london,2016-04-10 13:17:08,bitter_sue,local child,503259381.0,1.0,,Asthma,Casablanca,my inhaler wasn't working and it felt really srs? but by the time the doc listened to my chest he said he wouldn't have known i had asthma,individual,Inhaler,,7.191522353227448e+17,himself
,2016-04-10 16:46:13,_eyezick_,https://t.co/QwhTQwa8m3,412862435.0,1.0,,Asthma,Pacific Time (US & Canada),@jaxonnnnnn_ who needs an inhaler when you have oils,individual,Inhaler,,7.192048522706412e+17,himself
,2016-04-11 07:12:10,sammiegirl_11,,4652560958.0,1.0,,Asthma,,I'm laughing so hard tonight I need my inhaler!,individual,Inhaler,,7.194227770196623e+17,himself
KathNiel World / 5SOSFam,2016-04-11 08:09:25,mxxyxdz,Yo te apoyo 5SOS y KathNiel hasta mi ultimo aliento.,1593267806.0,1.0,,Asthma,Arizona,Inhaler pls.,individual,Inhaler,,7.194371819624448e+17,himself
,2016-04-11 13:27:08,cherylandrea_,,394391013.0,1.0,,Asthma,Quito,"I'm not chasing no dude anymore , I got asthma",individual,asthma,None,7.19517140504744e+17,himself
probably @ dance,2016-04-11 14:15:35,Autumn_jones98,shut up and dance with me,940181071.0,1.0,,Asthma,None,@dariahmodge asthma @ myself,individual,asthma,None,7.195293321720259e+17,himself
marvel | books | poetry,2016-04-11 14:35:26,AngelxMoonlight,orionlang leavmichael faudetrapi kauremily v,4699706844.0,1.0,,Asthma,Pacific Time (US & Canada),"having asthma is the worst thing ever, I can barely breathe",individual,asthma,None,7.195343260236554e+17,himself
somewhere loving nature,2016-04-11 14:56:17,hiking_woman,Always looking for my next hike. Liberal. I'm toughdorable. #DangerZone #hiking #spartanRace #hikeVA #dcu,4166749276.0,4.0,,Asthma,Eastern Time (US & Canada),@1mtnsolace Oh life is always a struggle. haha. Otherwise I'm ok. Dealing with new asthma diagnosis which has been pretty difficult.,individual,asthma,None,7.195395744693084e+17,himself
Ohio,2016-04-11 15:32:42,_99tx_,"Day dreamer, Night thinker |RIP Xito| snapchat~angeltorres216 | ELEVATED |",2213260104.0,1.0,,Asthma,None,That moment when you get told having asthma disqualifies you from joining the military,individual,asthma,None,7.195487401393562e+17,himself
Oxford,2016-04-11 15:50:15,Foulkseyy,snapchat: foulkseyy,1529218957.0,1.0,,Asthma,None,@RyanBrooksOUFC @barneygoxford absolute scumbags setting them off I could have an asthma attack,individual,asthma,None,7.195531561333064e+17,himself
"Las Vegas, Nevada",2016-04-11 16:02:06,AndreaSparkle,Transgender Twizard || Sylph of Seduction,2520650868.0,3.0,,Asthma,Pacific Time (US & Canada),school has officially started and I'm sitting on my ass at home with asthma squeezing the life out of me,individual,asthma,None,7.195561359638897e+17,himself
they/them or ae/aer/aer,2016-04-11 16:10:19,fcukign,"laramie winona danger; beautiful, horrible, and important. i love hit cw show #supernatural and borderlands like raccoons love garbage (@trashdanger)",1333285118.0,3.0,,Asthma,Central Time (US & Canada),@fcukign i also forgotmy inhaler too but thatll never happen again,individual,Inhaler,,7.195582062093926e+17,himself
This country is illegal.,2016-04-11 17:27:50,Taylewd,Neurodivergent writer-about-town on unceded Lkwungen territory. Proud #spoonie. He/him.,317890890.0,1.0,,Asthma,None,@OMum22 Like....I would be a hundred percent dead had my parents thought that way. My asthma was life threatening when I was very little.,individual,asthma,None,7.195777113420022e+17,himself
,2016-04-11 18:27:10,kaymay1545,Perfectly Imperfect,553961429.0,1.0,,Asthma,None,Minot postal service is fucking unreal stupid.....don't worry don't need my asthma meds or anything,individual,asthma,None,7.195926436641792e+17,himself
Johore Bahru,2016-04-11 18:37:25,IrfanRosli,| SSI  Kolej Yayasan Saad Business School | retweets = endorsement,58125310.0,1.0,,Asthma,Alaska,OH MY GOD *grabs inhaler* https://t.co/iRfFiC50sp,individual,Inhaler,,7.195952238908539e+17,himself
"New York, NY",2016-04-11 18:37:43,AntiCandy,she's mad but she's magic. there's no lie in her fire.,30990334.0,1.0,,Asthma,Central Time (US & Canada),@ElisaSantana_ HAH. I love the show and I go hard with my own inhaler () so it fits. Zeke is also a personal fave. Louise is my #1.,individual,Inhaler,,7.195952992877322e+17,himself
TX    Nawlins    ATL,2016-04-11 18:39:56,Twiitter_Name,Engineer. Artist. B.S. Mathematics '14. Former Miss Dillard Univ. Former HoopER #35. Forever AKA iWork TAIL-Y-13. Know your HERstory. Black Excellence,106621529.0,4.0,,Asthma,Pacific Time (US & Canada),"I want to go to the gym when I get off, but my asthma been kicking my butt all wknd",individual,asthma,None,7.195958573315359e+17,himself
"Kepri, Indonesia",2016-04-11 19:48:22,trprnm_indri,"Allah is the greatest, Allah knows more than we do.",,1.0,,Asthma,None,Been waking up for like 3 times bcs of asthma,individual,asthma,None,7.196130804060774e+17,himself
dtx,2016-04-11 19:57:54,summerrrdawnnn,back & im better,2800868882.0,1.0,,Asthma,None,this humidity + my asthma = I'm dying halp,individual,asthma,None,7.196154770357535e+17,himself
texas,2016-04-11 20:16:29,Sportsmk,#houston #texans #rockets #astros #lebron #kezus #father #chef #foodie #rednation #texas #jamesHarden @beatindablock,340860932.0,1.0,,Asthma,None,@BRIZZRAWSTEEN be rapping like he got asthma..my nigga tho,individual,asthma,None,7.19620154766676e+17,himself
C.P.T TM,2016-04-11 20:58:14,iam_thespenc,Dancer / choreographer / plan B talent - blunt and high on life. Music lover - peoples person. Can't exist in what co exists! Property of Shelley Nicole,1442955882.0,1.0,,Asthma,None,"Apparently love is the air ? Better hold my breath , asthma ain't doing the trick no more",individual,asthma,None,7.19630661469016e+17,himself
,2016-04-11 21:20:41,clinik5,Tweettweet #,3244679472.0,162.0,,Asthma,None,asthma_rss: Silent reflux and asthma like symptoms PLEASE HELP https://t.co/6c7Bbvf6Uj # | https://t.co/O9JAlKxDqh,individual,asthma,None,7.196363095271711e+17,himself
#Halamadrid,2016-04-11 21:25:13,El_FinDe_Semana,Salvadorian,610359245.0,1.0,,Asthma,Atlantic Time (Canada),"Every time I breathe on a track, I asthma attack it",individual,asthma,None,7.196374542994719e+17,himself
Sevenwaters,2016-04-11 22:56:28,WithTheBanned,"Let me 'splain...no, there is too much. Let me sum up: Librarian, Slytherin, Mother of Dragons, defender of Hyrule. I read, I blog and travel by Babylon candle.",291775833.0,1.0,,Asthma,Atlantic Time (Canada),@alexalovesbooks I have bronchial asthma apparently? Two inhalers,individual,asthma,None,7.196604176609403e+17,himself
,2016-04-11 23:27:12,_ismaeljimenez,getting shit done,3223911402.0,1.0,,Asthma,None,well fuck I guess I have asthma,individual,asthma,None,7.196681489584701e+17,himself
London-Manchester,2016-04-11 23:57:24,itsgregcostello,Actor/DJ/fitness freak,27623654.0,2.0,,Asthma,None,@BasRuttenMMA How do I get rid of asthma?,individual,asthma,None,7.196757512478474e+17,himself
middle of no where,2016-04-12 00:34:02,dristenkrought,NIU'16. Engaged to a hottie who hangs out in the ocean.  #SupportOurTroops,912768434.0,2.0,,Asthma,Eastern Time (US & Canada),@LovesFemSmokers my asthma came back after being dormant for 3 years so I physically can't anymore. I get attacks &amp; it can put me in the ER.,individual,asthma,None,7.196849701560689e+17,himself
Vancouver,2016-04-12 01:03:34,shellenepaull,"Squamish Nation member 8th generation. Waters of Sta7mes, Waters of Uts7lawn, Letter of Comment Kinder Morgan   https://t.co/3Pr8LIM4Bz https://t.co/YmcotXYoKv",535477049.0,1.0,,Asthma,Pacific Time (US & Canada),@Bryan_Baeumler hello what are the best primer paints when the past owners were all smokers (&amp; I have asthma)?,individual,asthma,None,7.196924015104614e+17,himself
Southern California,2016-04-12 01:26:14,serenityfound,"Adventurer, introvert, enthusiast, armchair academic, I lead a life of brutal stress and sundry beauties  http://t.co/KorqaXCFRp",17071022.0,1.0,,Asthma,America/Los_Angeles,Every so often my costochondritis flares up &amp; gives me unpleasant flashbacks of being ages 10-14. Needed an inhaler just to powerwalk.,individual,Inhaler,,7.196981050886103e+17,himself
You'll see me when you see me.,2016-04-12 02:08:49,AaronTheKnight,"Jesus Christ runs my life, I love my family and future wife, nursing student and future whitetail hunting phenom. I will not fear the darkness. #teamhoneybadger",135644000.0,1.0,,Asthma,Quito,I hate having asthma,individual,asthma,None,7.19708821225087e+17,himself
Big Brothers: Hakimmy & Maxxy,2016-04-12 02:30:15,Jvpitcr_,"'You're mine now.. Okay?..'  - Sally || {032516} the day he claimed me and made me his. || He is my handsome devil, and I'm his little angel || Hakimmy",4878571655.0,4.0,,Asthma,None,I can't breath.. and I don't have no pump or nebulizer.,individual,Nebulizer,None,7.197142173859922e+17,himself
Northern California,2016-04-12 02:59:15,Nursenance9,True believer in human kindness. Try to find humor in the least expected places. Love challenging my beliefs.,2612835006.0,7.0,,Asthma,,@brandon10_87 you should only use rescue inhaler occasionally or when exacerbated.  1st line is usually oral singular. Then some kind of...,individual,Inhaler,,7.197215152902103e+17,himself
VeganNugget'sCruelDeathNugget,2016-04-12 03:01:46,mylovedlovato,JAJAJA JALAPENO AGAINST YOUR ASS,2452069824.0,1.0,,Asthma,Mexico City,@buterajdb dis is me bc I use the same inhaler bye https://t.co/wBnunYY0MS,individual,Inhaler,,7.197221478583951e+17,himself
